model,condition,run,prompt_id,item_id,expected_template,predicted_template,canonical_predicted_template,template_correct,expected_verdict,predicted_verdict,canonical_predicted_verdict,verdict_correct,caveat_applicable,caveat_hit,reason,caveat,raw_response
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-027-A1,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The statement mentions explicit Smith normal forms and Bowen-Franks moduli, which are key concepts in the bowen-franks-SNF-certificate template. This template is used to explain the relationship between Smith normal forms and Bowen-Franks groups, which is exactly what the statement is describing. The statement provides specific examples of Bowen-Franks moduli and their corresponding groups, which further supports the use of this template.","The statement assumes that the reader is familiar with the concept of Smith normal forms and Bowen-Franks groups, and that the given moduli and groups are correctly calculated.","Verdict: True
Template: bowen-franks-SNF-certificate
Reason: The statement mentions explicit Smith normal forms and Bowen-Franks moduli, which are key concepts in the bowen-franks-SNF-certificate template. This template is used to explain the relationship between Smith normal forms and Bowen-Franks groups, which is exactly what the statement is describing. The statement provides specific examples of Bowen-Franks moduli and their corresponding groups, which further supports the use of this template.
Caveat: The statement assumes that the reader is familiar with the concept of Smith normal forms and Bowen-Franks groups, and that the given moduli and groups are correctly calculated."
openai/gpt-oss-120b,A2,1,fr-027-A2,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The Lean verification supplies explicit Smith normal forms for q = 2, 3, 4 and derives the corresponding Bowen‑Franks moduli (1, 3, 8), confirming that the BF groups are precisely the indicated ZMod structures. This constitutes a direct SNF‑to‑Bowen‑Franks certification.",None.,"Verdict: True  
Template: bowen-franks-SNF-certificate  
Reason: The Lean verification supplies explicit Smith normal forms for q = 2, 3, 4 and derives the corresponding Bowen‑Franks moduli (1, 3, 8), confirming that the BF groups are precisely the indicated ZMod structures. This constitutes a direct SNF‑to‑Bowen‑Franks certification.  
Caveat: None."
openai/gpt-oss-120b,A2,2,fr-027-A2,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The Lean development verifies the Smith normal forms for q = 2, 3, 4 and consequently computes the Bowen‑Franks moduli (1, 3, 8), showing that the associated Bowen‑Franks groups are exactly the corresponding ZMod groups. This constitutes a direct SNF‑to‑Bowen‑Franks certification.",None.,"Verdict: True  
Template: bowen-franks-SNF-certificate  
Reason: The Lean development verifies the Smith normal forms for q = 2, 3, 4 and consequently computes the Bowen‑Franks moduli (1, 3, 8), showing that the associated Bowen‑Franks groups are exactly the corresponding ZMod groups. This constitutes a direct SNF‑to‑Bowen‑Franks certification.  
Caveat: None."
openai/gpt-oss-120b,A2,3,fr-027-A2,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The Lean verification supplies explicit Smith normal forms for q = 2, 3, 4 and derives the corresponding Bowen‑Franks moduli (1, 3, 8), confirming that the BF groups are precisely the indicated ZMod groups. This constitutes a direct SNF‑to‑Bowen‑Franks certification.",None.,"Verdict: True  
Template: bowen-franks-SNF-certificate  
Reason: The Lean verification supplies explicit Smith normal forms for q = 2, 3, 4 and derives the corresponding Bowen‑Franks moduli (1, 3, 8), confirming that the BF groups are precisely the indicated ZMod groups. This constitutes a direct SNF‑to‑Bowen‑Franks certification.  
Caveat: None."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-027-A2,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The statement provides explicit Smith normal forms for q = 2, 3, 4, which are used to determine the Bowen-Franks moduli and the corresponding BF groups. The Lean verdict confirms that the determinant, Smith normal form, and Bowen-Franks group package is proved for the given collision kernels. This suggests that the template applies as it directly relates to the calculation and verification of Bowen-Franks groups using Smith normal forms.","The statement and verdict are conditional on the specific values of q (2, 3, 4) and the corresponding collision kernels.","Verdict: True
Template: bowen-franks-SNF-certificate
Reason: The statement provides explicit Smith normal forms for q = 2, 3, 4, which are used to determine the Bowen-Franks moduli and the corresponding BF groups. The Lean verdict confirms that the determinant, Smith normal form, and Bowen-Franks group package is proved for the given collision kernels. This suggests that the template applies as it directly relates to the calculation and verification of Bowen-Franks groups using Smith normal forms.
Caveat: The statement and verdict are conditional on the specific values of q (2, 3, 4) and the corresponding collision kernels."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-027-A2,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The statement provides explicit Smith normal forms for q = 2, 3, 4, which are used to determine the Bowen-Franks moduli and the corresponding BF groups. The Lean verdict confirms that the determinant, Smith normal form, and Bowen-Franks group package is proved for these collision kernels. This suggests that the template applies because it directly relates to the calculation and verification of Smith normal forms and their connection to Bowen-Franks groups.","The statement and verdict are conditional on the specific values of q (2, 3, 4) and the corresponding collision kernels.","Verdict: True
Template: bowen-franks-SNF-certificate
Reason: The statement provides explicit Smith normal forms for q = 2, 3, 4, which are used to determine the Bowen-Franks moduli and the corresponding BF groups. The Lean verdict confirms that the determinant, Smith normal form, and Bowen-Franks group package is proved for these collision kernels. This suggests that the template applies because it directly relates to the calculation and verification of Smith normal forms and their connection to Bowen-Franks groups.
Caveat: The statement and verdict are conditional on the specific values of q (2, 3, 4) and the corresponding collision kernels."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-027-A2,fr-027,bowen-franks-SNF-certificate,bowen-franks-SNF-certificate,__other__,True,True,True,True,True,False,,"The statement provides explicit Smith normal forms for q = 2, 3, 4, which are used to determine the Bowen-Franks moduli and groups. The Lean verdict confirms that the determinant, Smith normal form, and Bowen-Franks group package is proved for these collision kernels. This suggests that the template applies because it directly relates to the calculation and verification of Bowen-Franks groups using Smith normal forms.","The statement and verdict are conditional on the specific values of q (2, 3, 4) and the corresponding collision kernels.","Verdict: True
Template: bowen-franks-SNF-certificate
Reason: The statement provides explicit Smith normal forms for q = 2, 3, 4, which are used to determine the Bowen-Franks moduli and groups. The Lean verdict confirms that the determinant, Smith normal form, and Bowen-Franks group package is proved for these collision kernels. This suggests that the template applies because it directly relates to the calculation and verification of Bowen-Franks groups using Smith normal forms.
Caveat: The statement and verdict are conditional on the specific values of q (2, 3, 4) and the corresponding collision kernels."
openai/gpt-oss-120b,A1,1,fr-028-A1,fr-028,CRT-budget-bound,CRT-budget-bound,__other__,True,True,Conditional,Conditional,False,False,,"The statement ties a size condition on the CRT modulus product (P > 2B) and a lower bound on B (B ≥ m+1) to the adequacy of the “prime budget” for exact residue reconstruction on a bounded interval. This is precisely the kind of condition captured by the CRT-budget-bound template, which relates modulus size and budget to reconstruction feasibility. Because the claim is a conditional guarantee rather than an asserted fact, the appropriate verdict is Conditional.","It presumes the definitions of the bound B, the parameter m, and that “prime budget” means the total logarithmic size of the primes used in the CRT representation; the reconstruction is assumed to be exact (not probabilistic) on the interval [‑B, B].","Verdict: Conditional  
Template: CRT-budget-bound  
Reason: The statement ties a size condition on the CRT modulus product (P > 2B) and a lower bound on B (B ≥ m+1) to the adequacy of the “prime budget” for exact residue reconstruction on a bounded interval. This is precisely the kind of condition captured by the CRT-budget-bound template, which relates modulus size and budget to reconstruction feasibility. Because the claim is a conditional guarantee rather than an asserted fact, the appropriate verdict is Conditional.  
Caveat: It presumes the definitions of the bound B, the parameter m, and that “prime budget” means the total logarithmic size of the primes used in the CRT representation; the reconstruction is assumed to be exact (not probabilistic) on the interval [‑B, B]."
openai/gpt-oss-120b,A1,2,fr-028-A1,fr-028,CRT-budget-bound,CRT-budget-bound,__other__,True,True,Conditional,Conditional,False,False,,The statement links a size condition on the CRT modulus product \(P\) (namely \(P > 2B\) and \(B \ge m+1\)) to the adequacy of the “prime budget” for exact residue reconstruction on a bounded interval. This is precisely the kind of bound‑condition relationship captured by the CRT‑budget‑bound template.,"It presumes the prime budget is measured by the total logarithmic size of the primes used, that the interval of interest is of length \(2B\) (e.g., \([-B,B]\)), and that the primes are distinct and coprime, ensuring a valid CRT reconstruction.","Verdict: Conditional  
Template: CRT-budget-bound  
Reason: The statement links a size condition on the CRT modulus product \(P\) (namely \(P > 2B\) and \(B \ge m+1\)) to the adequacy of the “prime budget” for exact residue reconstruction on a bounded interval. This is precisely the kind of bound‑condition relationship captured by the CRT‑budget‑bound template.  
Caveat: It presumes the prime budget is measured by the total logarithmic size of the primes used, that the interval of interest is of length \(2B\) (e.g., \([-B,B]\)), and that the primes are distinct and coprime, ensuring a valid CRT reconstruction."
openai/gpt-oss-120b,A1,3,fr-028-A1,fr-028,CRT-budget-bound,CRT-budget-bound,__other__,True,True,Conditional,Conditional,False,False,,"The statement relates a quantitative condition on the CRT modulus product \(P\) (namely \(P > 2B\) and \(B \ge m+1\)) to the adequacy of the “prime budget” for achieving exact residue reconstruction on a bounded interval. This is precisely the kind of bound‑type claim captured by the **CRT-budget-bound** template, which connects modulus size and interval length to reconstruction feasibility. Since the truth of the implication depends on underlying assumptions about the CRT reconstruction algorithm and the definition of the prime budget, the statement is a conditional claim rather than an outright true/false assertion.","The conclusion holds under the usual CRT reconstruction model where the prime budget is measured by the total logarithmic size of the primes used, and the interval \([−B,B]\) is the target reconstruction range. No additional hypotheses (e.g., coprime moduli, exactness of the CRT) are stated but are implicitly required.","Verdict: Conditional  
Template: CRT-budget-bound  
Reason: The statement relates a quantitative condition on the CRT modulus product \(P\) (namely \(P > 2B\) and \(B \ge m+1\)) to the adequacy of the “prime budget” for achieving exact residue reconstruction on a bounded interval. This is precisely the kind of bound‑type claim captured by the **CRT-budget-bound** template, which connects modulus size and interval length to reconstruction feasibility. Since the truth of the implication depends on underlying assumptions about the CRT reconstruction algorithm and the definition of the prime budget, the statement is a conditional claim rather than an outright true/false assertion.  
Caveat: The conclusion holds under the usual CRT reconstruction model where the prime budget is measured by the total logarithmic size of the primes used, and the interval \([−B,B]\) is the target reconstruction range. No additional hypotheses (e.g., coprime moduli, exactness of the CRT) are stated but are implicitly required."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-028-A1,fr-028,CRT-budget-bound,CRT,CRT,False,True,True,True,True,False,,"The statement mentions the CRT modulus product P and its relation to the prime budget, which is a key concept in the Chinese Remainder Theorem (CRT). The condition P > 2B and B >= m+1 suggests a bound on the modulus product that ensures exact residue reconstruction, which is a key application of CRT. This indicates that the statement is explaining a condition for the CRT to be applicable, making the CRT template the most suitable choice.","The statement assumes that the bounded interval is defined by the parameters B and m, and that the prime budget is related to the number of primes used in the CRT reconstruction.","Verdict: True
Template: CRT
Reason: The statement mentions the CRT modulus product P and its relation to the prime budget, which is a key concept in the Chinese Remainder Theorem (CRT). The condition P > 2B and B >= m+1 suggests a bound on the modulus product that ensures exact residue reconstruction, which is a key application of CRT. This indicates that the statement is explaining a condition for the CRT to be applicable, making the CRT template the most suitable choice.
Caveat: The statement assumes that the bounded interval is defined by the parameters B and m, and that the prime budget is related to the number of primes used in the CRT reconstruction."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-028-A1,fr-028,CRT-budget-bound,CRT,CRT,False,True,True,True,True,False,,"The statement mentions the CRT modulus product P and its relation to the prime budget, which is a key concept in the Chinese Remainder Theorem (CRT). The condition P > 2B and B >= m+1 suggests a bound on the modulus product that ensures exact residue reconstruction, which is a key application of CRT. This indicates that the statement is related to the CRT template, which deals with the reconstruction of residues using the Chinese Remainder Theorem.","The statement assumes that the bounded interval is defined by the parameters B and m, and that the prime budget is related to the number of primes used in the CRT reconstruction.","Verdict: True
Template: CRT
Reason: The statement mentions the CRT modulus product P and its relation to the prime budget, which is a key concept in the Chinese Remainder Theorem (CRT). The condition P > 2B and B >= m+1 suggests a bound on the modulus product that ensures exact residue reconstruction, which is a key application of CRT. This indicates that the statement is related to the CRT template, which deals with the reconstruction of residues using the Chinese Remainder Theorem.
Caveat: The statement assumes that the bounded interval is defined by the parameters B and m, and that the prime budget is related to the number of primes used in the CRT reconstruction."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-028-A1,fr-028,CRT-budget-bound,CRT,CRT,False,True,True,True,True,False,,"The statement mentions the CRT modulus product P and its relation to the prime budget, which is a key concept in the Chinese Remainder Theorem (CRT). The condition P > 2B and B >= m+1 suggests a bound on the modulus product that ensures exact residue reconstruction, which is a key application of CRT. This indicates that the statement is related to the CRT template, which deals with the reconstruction of residues using the Chinese Remainder Theorem.","The statement assumes that the bounded interval is defined by the parameters B and m, and that the prime budget is related to the number of primes used in the CRT reconstruction.","Verdict: True
Template: CRT
Reason: The statement mentions the CRT modulus product P and its relation to the prime budget, which is a key concept in the Chinese Remainder Theorem (CRT). The condition P > 2B and B >= m+1 suggests a bound on the modulus product that ensures exact residue reconstruction, which is a key application of CRT. This indicates that the statement is related to the CRT template, which deals with the reconstruction of residues using the Chinese Remainder Theorem.
Caveat: The statement assumes that the bounded interval is defined by the parameters B and m, and that the prime budget is related to the number of primes used in the CRT reconstruction."
openai/gpt-oss-120b,A2,1,fr-028-A2,fr-028,CRT-budget-bound,CRT-budget-bound,__other__,True,True,True,True,True,False,,"The claim relates the size of the CRT modulus product P to the interval bound B, providing a quantitative condition that guarantees the prime budget is sufficient for exact residue reconstruction. This matches the CRT-budget-bound template, which captures statements about lower bounds on the modulus product ensuring reconstruction feasibility. Lean’s verification confirms that under the given inequalities the reconstruction succeeds.",The result holds only when the hypotheses P > 2B and B ≥ m + 1 are satisfied.,"Verdict: True  
Template: CRT-budget-bound  
Reason: The claim relates the size of the CRT modulus product P to the interval bound B, providing a quantitative condition that guarantees the prime budget is sufficient for exact residue reconstruction. This matches the CRT-budget-bound template, which captures statements about lower bounds on the modulus product ensuring reconstruction feasibility. Lean’s verification confirms that under the given inequalities the reconstruction succeeds.  
Caveat: The result holds only when the hypotheses P > 2B and B ≥ m + 1 are satisfied."
openai/gpt-oss-120b,A2,2,fr-028-A2,fr-028,CRT-budget-bound,CRT-budget-bound,__other__,True,True,True,True,True,False,,"The statement provides a lower bound on the CRT modulus product relative to the interval bound B, ensuring the prime budget suffices for exact residue reconstruction. Lean’s proof of the CRT spatialization prime‑budget lower‑bound confirms that when P > 2B and B ≥ m+1, the reconstruction succeeds, matching the budget‑bound template.","The conclusion holds only under the hypotheses P > 2B and B ≥ m+1, i.e., within the specified bounded interval.","Verdict: True
Template: CRT-budget-bound
Reason: The statement provides a lower bound on the CRT modulus product relative to the interval bound B, ensuring the prime budget suffices for exact residue reconstruction. Lean’s proof of the CRT spatialization prime‑budget lower‑bound confirms that when P > 2B and B ≥ m+1, the reconstruction succeeds, matching the budget‑bound template.
Caveat: The conclusion holds only under the hypotheses P > 2B and B ≥ m+1, i.e., within the specified bounded interval."
openai/gpt-oss-120b,A2,3,fr-028-A2,fr-028,CRT-budget-bound,CRT-budget-bound,__other__,True,True,True,True,True,False,,"The claim relates a size condition on the CRT modulus product \(P\) and the bound \(B\) to the adequacy of the prime budget for exact residue reconstruction, which is precisely the scenario captured by the CRT‑budget‑bound template. The Lean verification confirms that under the given inequalities the prime budget suffices for reconstruction on the specified interval.","The conclusion holds only when the hypotheses \(P > 2B\) and \(B \ge m+1\) are satisfied, ensuring the reconstruction is performed on the bounded interval.","Verdict: True  
Template: CRT-budget-bound  
Reason: The claim relates a size condition on the CRT modulus product \(P\) and the bound \(B\) to the adequacy of the prime budget for exact residue reconstruction, which is precisely the scenario captured by the CRT‑budget‑bound template. The Lean verification confirms that under the given inequalities the prime budget suffices for reconstruction on the specified interval.  
Caveat: The conclusion holds only when the hypotheses \(P > 2B\) and \(B \ge m+1\) are satisfied, ensuring the reconstruction is performed on the bounded interval."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-028-A2,fr-028,CRT-budget-bound,CRT,CRT,False,True,True,True,True,False,,"The statement directly pertains to the Chinese Remainder Theorem (CRT) and its application to residue reconstruction, which is a fundamental aspect of the CRT. The conditions given, such as the CRT modulus product P satisfying P > 2B and B >= m+1, are related to ensuring the prime budget is sufficient for exact reconstruction. This aligns with the CRT template as it involves the theorem's conditions for successful reconstruction.",The condition that P > 2B and B >= m+1 must hold for the prime budget to be considered large enough.,"Verdict: True
Template: CRT
Reason: The statement directly pertains to the Chinese Remainder Theorem (CRT) and its application to residue reconstruction, which is a fundamental aspect of the CRT. The conditions given, such as the CRT modulus product P satisfying P > 2B and B >= m+1, are related to ensuring the prime budget is sufficient for exact reconstruction. This aligns with the CRT template as it involves the theorem's conditions for successful reconstruction.
Caveat: The condition that P > 2B and B >= m+1 must hold for the prime budget to be considered large enough."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-028-A2,fr-028,CRT-budget-bound,CRT,CRT,False,True,True,True,True,False,,"The statement directly pertains to the Chinese Remainder Theorem (CRT) and its application to residue reconstruction, which is a fundamental aspect of the CRT. The conditions given, such as the CRT modulus product P satisfying P > 2B and B >= m+1, are related to ensuring the prime budget is sufficient for exact reconstruction. This aligns with the CRT's requirements for reconstructing residues accurately.",The condition that P > 2B and B >= m+1 must hold for the prime budget to be considered large enough.,"Verdict: True
Template: CRT
Reason: The statement directly pertains to the Chinese Remainder Theorem (CRT) and its application to residue reconstruction, which is a fundamental aspect of the CRT. The conditions given, such as the CRT modulus product P satisfying P > 2B and B >= m+1, are related to ensuring the prime budget is sufficient for exact reconstruction. This aligns with the CRT's requirements for reconstructing residues accurately.
Caveat: The condition that P > 2B and B >= m+1 must hold for the prime budget to be considered large enough."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-028-A2,fr-028,CRT-budget-bound,CRT,CRT,False,True,True,True,True,False,,"The statement directly pertains to the Chinese Remainder Theorem (CRT) and its application to residue reconstruction, which is a fundamental aspect of the CRT. The conditions given, such as the CRT modulus product P satisfying P > 2B and B >= m+1, are related to ensuring the prime budget is sufficient for exact reconstruction. This aligns with the CRT's requirements for reconstructing residues accurately.",The condition that P > 2B and B >= m+1 must hold for the prime budget to be considered large enough.,"Verdict: True
Template: CRT
Reason: The statement directly pertains to the Chinese Remainder Theorem (CRT) and its application to residue reconstruction, which is a fundamental aspect of the CRT. The conditions given, such as the CRT modulus product P satisfying P > 2B and B >= m+1, are related to ensuring the prime budget is sufficient for exact reconstruction. This aligns with the CRT's requirements for reconstructing residues accurately.
Caveat: The condition that P > 2B and B >= m+1 must hold for the prime budget to be considered large enough."
