model,condition,run,prompt_id,item_id,expected_template,predicted_template,canonical_predicted_template,template_correct,expected_verdict,predicted_verdict,canonical_predicted_verdict,verdict_correct,caveat_applicable,caveat_hit,reason,caveat,raw_response
openai/gpt-oss-120b,A2,2,fr-013-A2,fr-013,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The Field (X 3) instance is declared and aligns with the GF(5) interpretation.,none,"Template: field-phase
Verdict: True
Reason: The Field (X 3) instance is declared and aligns with the GF(5) interpretation.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-013-A2,fr-013,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The Field (X 3) instance is declared and aligns with the GF(5) interpretation.,none,"Template: field-phase
Verdict: True
Reason: The Field (X 3) instance is declared and aligns with the GF(5) interpretation.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-013-A2,fr-013,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-013-A2,fr-013,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-013-A2,fr-013,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-014-A1,fr-014,field-phase,field-phase,field-phase,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The claim provides only a label without sufficient context to assess truth.,none,"Template: field-phase
Verdict: Unknown-from-statement
Reason: The claim provides only a label without sufficient context to assess truth.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-014-A1,fr-014,field-phase,field-phase,field-phase,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The statement provides only a label without sufficient context to assess truth.,none,"Template: field-phase
Verdict: Unknown-from-statement
Reason: The statement provides only a label without sufficient context to assess truth.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-014-A1,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-014-A1,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-014-A1,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The given equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The given equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-014-A2,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,"The Lean code declares a Field instance for X 5, aligning with the GF(13) interpretation.",none,"Template: field-phase
Verdict: True
Reason: The Lean code declares a Field instance for X 5, aligning with the GF(13) interpretation.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-014-A2,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,"The Lean code declares a Field instance for X 5, aligning with the GF(13) interpretation.",none,"Template: field-phase
Verdict: True
Reason: The Lean code declares a Field instance for X 5, aligning with the GF(13) interpretation.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-014-A2,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-014-A2,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-014-A2,fr-014,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-015-A1,fr-015,field-phase,field-phase,field-phase,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The item only names a field phase object without asserting a provable claim.,none,"Template: field-phase
Verdict: Unknown-from-statement
Reason: The item only names a field phase object without asserting a provable claim.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-015-A1,fr-015,field-phase,field-phase,field-phase,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The item merely names a field phase without asserting a provable claim.,none,"Template: field-phase
Verdict: Unknown-from-statement
Reason: The item merely names a field phase without asserting a provable claim.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-015-A1,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-015-A1,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-015-A1,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-015-A2,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,"A Field instance for X₉ is declared, establishing the required field phase (e.g., GF(89)).",none,"Template: field-phase
Verdict: True
Reason: A Field instance for X₉ is declared, establishing the required field phase (e.g., GF(89)).
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-015-A2,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,"Lean declares a Field instance for X_9, confirming the field phase.",none,"Template: field-phase
Verdict: True
Reason: Lean declares a Field instance for X_9, confirming the field phase.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-015-A2,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-015-A2,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-015-A2,fr-015,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-016-A1,fr-016,field-phase,field-phase,field-phase,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The statement only names a field phase object without asserting a claim.,none,"Template: field-phase
Verdict: Unknown-from-statement
Reason: The statement only names a field phase object without asserting a claim.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-016-A1,fr-016,field-phase,field-phase,field-phase,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The statement provides only a label without sufficient context to determine its validity.,none,"Template: field-phase
Verdict: Unknown-from-statement
Reason: The statement provides only a label without sufficient context to determine its validity.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-016-A1,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-016-A1,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-016-A1,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-016-A2,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,"A Field instance for X 11 is declared, establishing the required field phase.",none,"Template: field-phase
Verdict: True
Reason: A Field instance for X 11 is declared, establishing the required field phase.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-016-A2,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,"A Field instance for X_11 is declared, confirming the field phase.",none,"Template: field-phase
Verdict: True
Reason: A Field instance for X_11 is declared, confirming the field phase.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-016-A2,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-016-A2,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-016-A2,fr-016,field-phase,field-phase,field-phase,True,True,True,True,True,True,True,The equation or object is directly related to the field phase.,None,"Template: field-phase
Verdict: True
Reason: The equation or object is directly related to the field phase.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-017-A1,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,False,False,False,True,True,"In the ring ℤ/6, 7 ≡ 1 and 1·3 = 3 ≠ 0.",none,"Template: finite-zero-divisor-check
Verdict: False
Reason: In the ring ℤ/6, 7 ≡ 1 and 1·3 = 3 ≠ 0.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-017-A1,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,False,False,False,True,True,"In the fiber ring X 6, 7 ≡ 1 and 3 ≡ 3, so 1·3 = 3 ≠ 0.",none,"Template: finite-zero-divisor-check
Verdict: False
Reason: In the fiber ring X 6, 7 ≡ 1 and 3 ≡ 3, so 1·3 = 3 ≠ 0.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-017-A1,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The equation implies the existence of zero divisors.,None,"Template: finite-zero-divisor-check
Verdict: True
Reason: The equation implies the existence of zero divisors.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-017-A1,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The equation implies the existence of zero divisors.,None,"Template: finite-zero-divisor-check
Verdict: True
Reason: The equation implies the existence of zero divisors.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-017-A1,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The equation implies the existence of zero divisors.,None,"Template: finite-zero-divisor-check
Verdict: True
Reason: The equation implies the existence of zero divisors.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-017-A2,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,"The product of the nonzero elements 7 and 3 in X₆ is zero, establishing a zero‑divisor identity.",none,"Template: finite-zero-divisor-check
Verdict: True
Reason: The product of the nonzero elements 7 and 3 in X₆ is zero, establishing a zero‑divisor identity.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-017-A2,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The claim is a proven zero‑divisor identity in the finite fiber ring X₆.,none,"Template: finite-zero-divisor-check
Verdict: True
Reason: The claim is a proven zero‑divisor identity in the finite fiber ring X₆.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-017-A2,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The equation represents a zero-divisor identity in X_6.,None,"Template: finite-zero-divisor-check
Verdict: True
Reason: The equation represents a zero-divisor identity in X_6.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-017-A2,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The equation represents a zero-divisor identity in X_6.,None,"Template: finite-zero-divisor-check
Verdict: True
Reason: The equation represents a zero-divisor identity in X_6.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-017-A2,fr-017,finite-zero-divisor-check,finite-zero-divisor-check,finite-zero-divisor-check,True,True,True,True,True,True,True,The equation represents a zero-divisor identity in X_6.,None,"Template: finite-zero-divisor-check
Verdict: True
Reason: The equation represents a zero-divisor identity in X_6.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-018-A1,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,"The statement relates the stableValue of a stableAdd operation to a scalar multiple, an arithmetic property of the stableValue map.",none,"Template: stable-value-arithmetic
Verdict: True
Reason: The statement relates the stableValue of a stableAdd operation to a scalar multiple, an arithmetic property of the stableValue map.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-018-A1,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The claim directly expresses how the stableValue of a stableAdd operation translates to multiplication by 2.,none,"Template: stable-value-arithmetic
Verdict: True
Reason: The claim directly expresses how the stableValue of a stableAdd operation translates to multiplication by 2.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-018-A1,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The equation involves stableValue and arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation involves stableValue and arithmetic operations.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-018-A1,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The equation involves stableValue and arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation involves stableValue and arithmetic operations.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-018-A1,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The equation involves stableValue and arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation involves stableValue and arithmetic operations.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-018-A2,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The claim directly states an arithmetic property of the stableValue function.,none,"Template: stable-value-arithmetic
Verdict: True
Reason: The claim directly states an arithmetic property of the stableValue function.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-018-A2,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The claim directly expresses an arithmetic property of the stableValue under addition.,none,"Template: stable-value-arithmetic
Verdict: True
Reason: The claim directly expresses an arithmetic property of the stableValue under addition.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-018-A2,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The equation directly relates stable values using arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation directly relates stable values using arithmetic operations.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-018-A2,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The equation directly relates stable values using arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation directly relates stable values using arithmetic operations.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-018-A2,fr-018,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The equation directly relates stable values using arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation directly relates stable values using arithmetic operations.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-019-A1,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The claim asserts a unit inverse relation without providing details of the ring X 5.,Depends on the specific structure of X 5.,"Template: finite-unit-inverse-check  
Verdict: Unknown-from-statement  
Reason: The claim asserts a unit inverse relation without providing details of the ring X 5.  
Caveat: Depends on the specific structure of X 5."
openai/gpt-oss-120b,A1,3,fr-019-A1,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The claim asserts a unit inverse relation without providing enough context to confirm its truth.,none,"Template: finite-unit-inverse-check
Verdict: Unknown-from-statement
Reason: The claim asserts a unit inverse relation without providing enough context to confirm its truth.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-019-A1,fr-019,finite-unit-inverse-check,ring-structure,ring-structure,False,True,True,True,True,True,False,The equation demonstrates a basic property of ring multiplication.,None,"Template: ring-structure
Verdict: True
Reason: The equation demonstrates a basic property of ring multiplication.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-019-A1,fr-019,finite-unit-inverse-check,ring-structure,ring-structure,False,True,True,True,True,True,False,The equation demonstrates a basic property of ring multiplication.,None,"Template: ring-structure
Verdict: True
Reason: The equation demonstrates a basic property of ring multiplication.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-019-A1,fr-019,finite-unit-inverse-check,ring-structure,ring-structure,False,True,True,True,True,True,False,The equation demonstrates a basic property of ring multiplication.,None,"Template: ring-structure
Verdict: True
Reason: The equation demonstrates a basic property of ring multiplication.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-019-A2,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,True,True,True,True,True,"The multiplication of 7 and 2 yields the multiplicative identity in X₅, confirming the inverse relationship.",none,"Template: finite-unit-inverse-check
Verdict: True
Reason: The multiplication of 7 and 2 yields the multiplicative identity in X₅, confirming the inverse relationship.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-019-A2,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,True,True,True,True,True,The multiplication of the two units 7 and 2 in X₅ yields the multiplicative identity 1.,none,"Template: finite-unit-inverse-check
Verdict: True
Reason: The multiplication of the two units 7 and 2 in X₅ yields the multiplicative identity 1.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-019-A2,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,True,True,True,True,True,The equation verifies the unit/inverse identity in X_5.,None,"Template: finite-unit-inverse-check
Verdict: True
Reason: The equation verifies the unit/inverse identity in X_5.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-019-A2,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,True,True,True,True,True,The equation verifies the unit/inverse identity in X_5.,None,"Template: finite-unit-inverse-check
Verdict: True
Reason: The equation verifies the unit/inverse identity in X_5.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-019-A2,fr-019,finite-unit-inverse-check,finite-unit-inverse-check,finite-unit-inverse-check,True,True,True,True,True,True,True,The equation verifies the unit/inverse identity in X_5.,None,"Template: finite-unit-inverse-check
Verdict: True
Reason: The equation verifies the unit/inverse identity in X_5.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-020-A1,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,"The claim asserts that the stableValue map preserves exponentiation, an arithmetic property.",none,"Template: stable-value-arithmetic
Verdict: True
Reason: The claim asserts that the stableValue map preserves exponentiation, an arithmetic property.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-020-A1,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,"The claim asserts that the stableValue map preserves exponentiation, an arithmetic property.",none,"Template: stable-value-arithmetic
Verdict: True
Reason: The claim asserts that the stableValue map preserves exponentiation, an arithmetic property.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-020-A1,fr-020,stable-value-arithmetic,stable-value-map,stable-value-map,False,True,True,True,True,True,True,The equation directly relates stableValue of a power to the power of stableValue.,None,"Template: stable-value-map
Verdict: True
Reason: The equation directly relates stableValue of a power to the power of stableValue.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-020-A1,fr-020,stable-value-arithmetic,stable-value-map,stable-value-map,False,True,True,True,True,True,True,The equation directly relates stableValue of a power to the power of stableValue.,None,"Template: stable-value-map
Verdict: True
Reason: The equation directly relates stableValue of a power to the power of stableValue.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-020-A1,fr-020,stable-value-arithmetic,stable-value-map,stable-value-map,False,True,True,True,True,True,True,The equation directly relates stableValue of a power to the power of stableValue.,None,"Template: stable-value-map
Verdict: True
Reason: The equation directly relates stableValue of a power to the power of stableValue.
Caveat: None"
openai/gpt-oss-120b,A2,2,fr-020-A2,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The statement is an arithmetic property of stable values proved in Lean.,none,"Template: stable-value-arithmetic
Verdict: True
Reason: The statement is an arithmetic property of stable values proved in Lean.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-020-A2,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,True,The claim is a direct arithmetic property of the stableValue map for powers.,none,"Template: stable-value-arithmetic
Verdict: True
Reason: The claim is a direct arithmetic property of the stableValue map for powers.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-020-A2,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The equation directly relates stable values using arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation directly relates stable values using arithmetic operations.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-020-A2,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The equation directly relates stable values using arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation directly relates stable values using arithmetic operations.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-020-A2,fr-020,stable-value-arithmetic,stable-value-arithmetic,stable-value-arithmetic,True,True,True,True,True,True,False,The equation directly relates stable values using arithmetic operations.,None,"Template: stable-value-arithmetic
Verdict: True
Reason: The equation directly relates stable values using arithmetic operations.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-021-A1,fr-021,characteristic,characteristic,characteristic,True,Conditional,True,True,False,True,False,The additive order of 1 is precisely the ring’s characteristic.,none,"Template: characteristic
Verdict: True
Reason: The additive order of 1 is precisely the ring’s characteristic.
Caveat: none"
openai/gpt-oss-120b,A1,3,fr-021-A1,fr-021,characteristic,characteristic,characteristic,True,Conditional,True,True,False,True,False,The claim directly identifies the additive order of 1 (the ring’s characteristic) with a Fibonacci number.,none,"Template: characteristic
Verdict: True
Reason: The claim directly identifies the additive order of 1 (the ring’s characteristic) with a Fibonacci number.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,1,fr-021-A1,fr-021,characteristic,stable-value-map,stable-value-map,False,Conditional,True,True,False,True,False,The equation relates the additive order of an element in a FiberRing to a known sequence (Nat.fib).,Requires m ≥ 2.,"Template: stable-value-map
Verdict: True
Reason: The equation relates the additive order of an element in a FiberRing to a known sequence (Nat.fib).
Caveat: Requires m ≥ 2."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,2,fr-021-A1,fr-021,characteristic,stable-value-map,stable-value-map,False,Conditional,True,True,False,True,False,The equation relates the additive order of an element in a FiberRing to a known sequence (Nat.fib).,Requires m ≥ 2.,"Template: stable-value-map
Verdict: True
Reason: The equation relates the additive order of an element in a FiberRing to a known sequence (Nat.fib).
Caveat: Requires m ≥ 2."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A1,3,fr-021-A1,fr-021,characteristic,stable-value-map,stable-value-map,False,Conditional,True,True,False,True,False,The equation relates the additive order of an element in a FiberRing to a known sequence (Nat.fib) under a specific condition.,Requires m ≥ 2.,"Template: stable-value-map
Verdict: True
Reason: The equation relates the additive order of an element in a FiberRing to a known sequence (Nat.fib) under a specific condition.
Caveat: Requires m ≥ 2."
openai/gpt-oss-120b,A2,2,fr-021-A2,fr-021,characteristic,characteristic,characteristic,True,Conditional,True,True,False,True,False,The claim determines the characteristic (additive order of 1) as a Fibonacci number.,none,"Template: characteristic
Verdict: True
Reason: The claim determines the characteristic (additive order of 1) as a Fibonacci number.
Caveat: none"
openai/gpt-oss-120b,A2,3,fr-021-A2,fr-021,characteristic,characteristic,characteristic,True,Conditional,True,True,False,True,False,The claim determines the characteristic (additive order of 1) as a Fibonacci number.,none,"Template: characteristic
Verdict: True
Reason: The claim determines the characteristic (additive order of 1) as a Fibonacci number.
Caveat: none"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,1,fr-021-A2,fr-021,characteristic,stable-value-map,stable-value-map,False,Conditional,True,True,False,True,False,The equation relates the additive order of an element in a FiberRing to a known sequence.,Requires m ≥ 2.,"Template: stable-value-map
Verdict: True
Reason: The equation relates the additive order of an element in a FiberRing to a known sequence.
Caveat: Requires m ≥ 2."
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,2,fr-021-A2,fr-021,characteristic,stable-value-map,stable-value-map,False,Conditional,True,True,False,True,False,The equation relates the additive order of an element in a FiberRing to a known sequence.,None,"Template: stable-value-map
Verdict: True
Reason: The equation relates the additive order of an element in a FiberRing to a known sequence.
Caveat: None"
meta-llama/Llama-3.3-70B-Instruct-Turbo,A2,3,fr-021-A2,fr-021,characteristic,stable-value-map,stable-value-map,False,Conditional,True,True,False,True,False,The equation relates the additive order of an element in a FiberRing to a known sequence.,None,"Template: stable-value-map
Verdict: True
Reason: The equation relates the additive order of an element in a FiberRing to a known sequence.
Caveat: None"
openai/gpt-oss-120b,A1,2,fr-022-A1,fr-022,rigidity,rigidity,rigidity,True,True,Unknown-from-statement,Unknown-from-statement,True,True,True,The claim provides no details to evaluate its truth.,none,"Template: rigidity
Verdict: Unknown-from-statement
Reason: The claim provides no details to evaluate its truth.
Caveat: none"
